aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000,label,ab_000_was_missing,ac_000_was_missing,ad_000_was_missing,ak_000_was_missing,bk_000_was_missing,bl_000_was_missing,bm_000_was_missing,bn_000_was_missing,bo_000_was_missing,bp_000_was_missing,bq_000_was_missing,br_000_was_missing,bx_000_was_missing,ca_000_was_missing,cc_000_was_missing,cf_000_was_missing,cg_000_was_missing,ch_000_was_missing,cl_000_was_missing,cm_000_was_missing,co_000_was_missing,cr_000_was_missing,ct_000_was_missing,cu_000_was_missing,cv_000_was_missing,cx_000_was_missing,cy_000_was_missing,cz_000_was_missing,da_000_was_missing,db_000_was_missing,dc_000_was_missing,df_000_was_missing,dg_000_was_missing,dh_000_was_missing,di_000_was_missing,dj_000_was_missing,dk_000_was_missing,dl_000_was_missing,dm_000_was_missing,eb_000_was_missing,ec_00_was_missing,ed_000_was_missing,ag_total,ag_wmean,ag_concentration,ay_total,ay_wmean,ay_concentration,az_total,az_wmean,az_concentration,ba_total,ba_wmean,ba_concentration,cn_total,cn_wmean,cn_concentration,cs_total,cs_wmean,cs_concentration,ee_total,ee_wmean,ee_concentration
26924.0,0.0,2130706432.0,580.0,0.0,0.0,0.0,0.0,0.0,482.0,434550.0,1106452.0,137832.0,8582.0,0.0,0.0,755726.0,0.0,0.0,0.0,6878.0,10530.0,1569010.0,1435320.0,425066.0,107002.0,0.0,0.0,0.0,0.0,242.0,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,3260.0,768962.0,915676.0,0.0,1274.0,580.0,888.0,1440.0,2460.0,576328.0,1103358.0,1570.0,0.0,0.0,723826.0,406314.0,177686.0,132774.0,78390.0,58242.0,42546.0,32208.0,22518.0,13394.0,2001366.0,3736.0,154.0,642.0,2.0,755726.0,17414.0,307820.0,115342.0,294640.0,220760.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,126720.0,26924.46,2001366.0,2001366.0,1984654.0,7274.0,286.0,76872.0,787720.0,1689338.0,1209600.0,59524.0,2.0,50.0,0.0,1475410.56,253.44,211151.04,6.0,306.0,0.0,0.0,207124.0,1008274.0,427482.0,38738.0,3986.0,1898.0,396.0,0.0,4.0,10.0,2001366.0,0.0,3474.0,408.0,111256.0,136460.0,42718.0,1071852.0,310712.0,10952.0,66.0,0.0,374.0,2498.0,1488344.0,504880.0,0.0,0.0,0.0,0.0,1489360.0,2586.0,894.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,8662.0,11672.0,2174.0,3910984.0,440400.0,70892.0,10810.0,4902080.0,490652.0,1918808.0,36870.0,0.0,0.0,0.0,8.8,870.0,226100.0,296728.0,197150.0,69424.0,114986.0,100010.0,332396.0,349892.0,1212.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687898.0,4.833806308201088,0.6555206534992043,1687898.0,7.540563470067504,0.5424948663959552,1687898.0,5.6456574982611505,0.6536876043457602,1687898.0,1.5085034759209384,0.42883278491946786,1687898.0,3.1892081156562777,0.597354816464028,1687898.0,4.801176374401771,0.6350217844917169,1687898.0,3.7399238579582414,0.20729451661178577
52120.0,0.0,174.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,3368.0,472506.0,2002646.0,728880.0,73404.0,3398.0,1378988.0,0.0,0.0,0.0,0.0,0.0,2978998.0,2626630.0,548398.0,303534.0,0.0,0.0,0.0,0.0,534.0,152.0,0.0,0.0,0.0,0.0,0.0,178070.0,2170078.0,647368.0,288686.0,0.0,2654.0,742.0,1714.0,358192.0,2575994.0,344894.0,12.0,0.0,0.0,0.0,1045294.0,756800.0,237934.0,168022.0,128114.0,115610.0,234628.0,597800.0,0.0,0.0,3527920.0,60.0,82.0,196.0,24.0,1378988.0,35340.0,351924.0,195008.0,204840.0,145040.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,193260.0,52120.86,3527920.0,3527920.0,3505844.0,25876.0,198.0,107456.0,1102520.0,3284202.0,1209600.0,101842.0,2.0,72.0,0.0,2791512.96,0.0,489334.08,0.0,0.0,0.0,0.0,0.0,32644.0,702744.0,1810386.0,690226.0,41062.0,6382.0,758.0,14.0,22.0,3527920.0,0.0,5612.0,620.0,126180.0,218910.0,134634.0,2012704.0,768080.0,17314.0,148.0,0.0,262.0,404.0,2792610.0,17424.0,0.0,1906.0,0.0,16.0,2815068.0,2186.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20400.0,73674.0,22058.0,0.0,0.0,91926.0,16334.0,5827980.0,588204.0,0.0,0.0,0.0,0.0,425980.0,1317.32,1346.0,507100.0,523120.0,380642.0,188200.0,352092.0,312382.0,300204.0,274802.0,436450.0,9210.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3284202.0,6.1238169881146165,0.6097816151381675,3284202.0,6.318698423543984,0.6607626449286615,3284202.0,3.991004207414769,0.7843591837530091,3284202.0,2.56366934798773,0.31827944809728514,3284202.0,5.008067713252717,0.551240758028891,3284202.0,4.945684826938172,0.6128441551402746,3284202.0,3.689970957937423,0.15928374685844537
2396.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,3312.0,117378.0,21030.0,1592.0,0.0,0.0,0.0,56242.0,0.0,0.0,0.0,9092.0,17106.0,118516.0,112088.0,42510.0,7466.0,0.0,0.0,0.0,0.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,7540.0,88006.0,47766.0,0.0,1612.0,98.0,44.0,52.0,130.0,122766.0,12316.0,6294.0,0.0,0.0,58344.0,42926.0,19282.0,9636.0,5992.0,3526.0,2058.0,968.0,416.0,164.0,170194.0,4.0,0.0,26.0,0.0,56242.0,1134.0,23672.0,18460.0,209420.0,220760.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,41780.0,2396.36,170194.0,170194.0,170800.0,756.0,0.0,16444.0,169460.0,143458.0,1209600.0,2814.0,56.0,8.0,0.0,120108.48,0.0,22078.08,6.0,46.0,0.0,2150.0,23520.0,23950.0,20660.0,52620.0,20392.0,14.0,6.0,0.0,2.0,6.0,170194.0,0.0,1482.0,40.0,5070.0,2528.0,3354.0,31332.0,94076.0,5390.0,40.0,0.0,24.0,36.0,120234.0,20714.0,0.0,0.0,0.0,0.0,122336.0,232.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0,636.0,132.0,0.0,0.0,2728.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,1396380.0,240.06,162.0,23840.0,16110.0,8268.0,4758.0,12744.0,17370.0,17060.0,42832.0,330.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143312.0,4.145849614826393,0.819038182427152,143312.0,7.28068828848945,0.6140867477950207,143312.0,5.1122446131517245,0.8566344758289606,143312.0,1.2275594507089427,0.40711175616835993,143312.0,4.111853857318298,0.3671709277659931,143312.0,5.514862677235682,0.6564418890253433,143312.0,4.113891369878307,0.29887239030925533
60944.0,0.0,440.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,5430.0,978752.0,2624098.0,308610.0,3422.0,0.0,1982918.0,0.0,0.0,0.0,0.0,0.0,3655290.0,3264642.0,780214.0,294972.0,0.0,0.0,0.0,0.0,398.0,556.0,0.0,0.0,0.0,0.0,0.0,448442.0,2704076.0,661012.0,106782.0,0.0,2990.0,1036.0,1654.0,211438.0,2997886.0,705268.0,40.0,0.0,0.0,0.0,1836868.0,608500.0,325106.0,232000.0,209134.0,505906.0,202798.0,0.0,0.0,0.0,4436560.0,0.0,26.0,3002.0,68.0,1982918.0,57650.0,538854.0,239286.0,180240.0,218800.0,265160.0,248500.0,267420.0,288320.0,301420.0,317460.0,106200.0,60944.22,4436560.0,4436560.0,4420136.0,23631.0,8830.0,73778.0,796220.0,3920312.0,1209600.0,116120.0,2.0,200.0,0.0,3339429.12,0.0,577200.96,0.0,0.0,0.0,0.0,0.0,144866.0,1630536.0,1737292.0,380172.0,22292.0,4752.0,402.0,126.0,134.0,4436560.0,0.0,5760.0,820.0,10478.0,234530.0,193742.0,2145894.0,1301246.0,27640.0,202.0,0.0,412.0,650.0,3232144.0,562754.0,46.0,52.0,0.0,0.0,3393340.0,2596.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29438.0,39548.0,10022.0,0.0,0.0,142830.0,22126.0,181480.0,27732.0,0.0,0.0,0.0,0.0,41454250.0,1944.3,1876.0,610616.0,529780.0,457218.0,259362.0,576422.0,498152.0,563626.0,350978.0,73486.0,672.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920312.0,5.828034605408957,0.6693594795516276,3920312.0,6.108699001508043,0.6897604068247629,3920312.0,4.121300039384621,0.7647059723817901,3920312.0,1.667613700134071,0.46855148263709623,3920312.0,4.622568815951383,0.4431514634549495,3920312.0,5.160909641885646,0.5473783719254998,3920312.0,3.4311779266548172,0.15575699077012237
59172.0,0.0,2130706432.0,542.0,0.0,0.0,0.0,0.0,0.0,0.0,88346.0,1580270.0,2205470.0,527124.0,84974.0,1666.0,2052900.0,0.0,0.0,0.0,0.0,0.0,3737838.0,2996596.0,1090088.0,662760.0,0.0,0.0,1066.0,0.0,430.0,146.0,0.0,0.0,0.0,0.0,0.0,323806.0,2612108.0,1125048.0,426888.0,0.0,2824.0,2334.0,5098.0,8790.0,300874.0,4164712.0,3218.0,0.0,0.0,0.0,1514136.0,1096510.0,350056.0,260696.0,217896.0,205596.0,348072.0,493404.0,1484.0,0.0,4828608.0,102.0,478.0,430.0,98.0,2052900.0,77472.0,519222.0,568400.0,287220.0,246980.0,279080.0,248500.0,267420.0,288320.0,301420.0,317460.0,268660.0,59172.98,4828608.0,4828608.0,4827898.0,30774.0,11854.0,113936.0,1191100.0,4487850.0,1209600.0,163002.0,6.0,130.0,0.0,3583844.16,77988.48,822158.4,8.0,394.0,0.0,0.0,11076.0,487148.0,1649376.0,1923010.0,383324.0,27504.0,6074.0,338.0,18.0,28.0,4828608.0,0.0,6108.0,726.0,148428.0,534206.0,239216.0,2337476.0,1186570.0,34784.0,336.0,0.0,650.0,380.0,3443932.0,117136.0,0.0,3442.0,0.0,12.0,3644966.0,3846.0,452.0,0.0,0.0,2260.0,79708.0,0.0,0.0,0.0,0.0,50024.0,41862.0,26148.0,0.0,0.0,102838.0,29004.0,9727660.0,1208954.0,4651622.0,3260.0,0.0,0.0,895780.0,1269.82,1780.0,948544.0,848112.0,695270.0,340330.0,561846.0,406052.0,244180.0,152310.0,280000.0,11206.0,0.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4487850.0,5.764944906803926,0.4914313089786869,4487850.0,6.368777476965585,0.5820399523156968,4487850.0,4.921123477834598,0.9279971478547634,4487850.0,2.235459295653821,0.33738560780774757,4487850.0,4.510011698251947,0.42849248526577316,4487850.0,4.882079392136546,0.520845393674031,4487850.0,2.7651080138596433,0.21135822275699945
775016.0,0.0,146.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,14588.0,215390.0,39435524.0,24400248.0,974392.0,1764.0,22429514.0,0.0,170254.0,0.0,0.0,0.0,44210188.0,34149796.0,21534698.0,9682960.0,0.0,0.0,328.0,0.0,114.0,66.0,0.0,0.0,0.0,0.0,0.0,11912.0,810664.0,17079956.0,47139370.0,0.0,50520.0,48316.0,69408.0,119700.0,23757052.0,40996698.0,206.0,2.0,0.0,0.0,27919048.0,13416366.0,7250616.0,4952762.0,3846116.0,3605084.0,3406572.0,634166.0,10998.0,172.0,65756036.0,16.0,64.0,174.0,2.0,22429514.0,897708.0,5445594.0,16041430.0,620780.0,573040.0,526740.0,547000.0,544920.0,465460.0,496160.0,470880.0,167380.0,775015.42,65756036.0,65756036.0,65699162.0,341600.0,966.0,24752.0,286700.0,65041896.0,1209600.0,3302.0,2.0,44.0,0.0,49516780.8,0.0,15489030.72,0.0,8.0,0.0,0.0,0.0,70914.0,17746082.0,37904624.0,8787348.0,463054.0,69448.0,432.0,8.0,14.0,65756036.0,0.0,62504.0,14558.0,7298742.0,5676746.0,13338856.0,37204880.0,1419146.0,26460.0,8.0,0.0,216.0,278.0,1107012.0,44304.0,0.0,212.0,0.0,0.0,1697258.0,1328.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520434.0,10760.0,2236.0,0.0,0.0,46262.0,8106.0,178100.0,28602.0,0.0,0.0,0.0,0.0,627060.0,746.56,846.0,15998136.0,13819724.0,7434466.0,3747138.0,9628094.0,9052194.0,4387420.0,807074.0,167228.0,428.0,0.0,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,65041906.0,6.40142977974846,0.6063094768471269,65041902.0,7.711923861021162,0.7247538671301463,65041902.0,4.621008469278774,0.6303121024966336,65041900.0,1.555211240754037,0.4292471160897821,65041902.0,4.877549983086288,0.582772379565407,65041900.0,4.300647182816,0.572014040180253,65041902.0,2.4141226681839654,0.2459666078030744
646.0,0.0,58.0,48.0,0.0,0.0,0.0,0.0,2308.0,34942.0,20392.0,14996.0,2126.0,378.0,0.0,0.0,1014194.0,0.0,0.0,0.0,0.0,0.0,1889302.0,1619206.0,349806.0,175540.0,0.0,0.0,0.0,0.0,542.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13444.0,61698.0,0.0,1176.0,138.0,174.0,222.0,2628.0,70804.0,0.0,0.0,0.0,0.0,35622.0,18916.0,12464.0,4948.0,1746.0,576.0,246.0,572.0,40.0,12.0,2336560.0,14.0,14.0,30.0,0.0,1014578.0,26072.0,177886.0,153530.0,209420.0,220760.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,50940.0,646.66,2333658.0,2333658.0,90596.0,268.0,0.0,24752.0,271280.0,75142.0,1209600.0,1912.0,0.0,24.0,0.0,40971.84,2057.28,31027.2,0.0,8.0,1310.0,35138.0,19184.0,15790.0,2496.0,1180.0,44.0,0.0,0.0,0.0,0.0,4.0,2333658.0,0.0,1152.0,38.0,752.0,3772.0,3940.0,63518.0,1970.0,0.0,0.0,0.0,68.0,194.0,38728.0,7752.0,0.0,12.0,0.0,0.0,45438.0,438.0,168.0,0.0,0.0,0.0,2058.0,0.0,0.0,0.0,0.0,14150.0,90.0,28.0,14254.0,2038.0,632.0,210.0,7640.0,764.0,66506.0,130.0,0.0,0.0,0.0,746.56,846.0,35850.0,11548.0,2456.0,1262.0,4750.0,9620.0,6502.0,3154.0,0.0,0.0,0.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,75142.0,3.7448031726597644,0.46501290889249686,75142.0,7.821085411620665,0.8210854116206648,75142.0,4.866572622501398,0.9422693034521307,75142.0,0.9909238508424051,0.4740624417769024,75142.0,1.8235341087540922,0.46762130366506083,75142.0,4.764685528732267,0.8453062202230444,75142.0,1.9754065635729685,0.47709669692049717
748.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,25086.0,19794.0,0.0,0.0,0.0,23694.0,0.0,58.0,0.0,0.0,0.0,48330.0,44536.0,7220.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24526.0,18908.0,1574.0,0.0,1664.0,20.0,52.0,58.0,152.0,41552.0,1510.0,0.0,0.0,0.0,21682.0,16676.0,4652.0,1354.0,88.0,80.0,450.0,26.0,0.0,0.0,55562.0,0.0,2.0,46.0,2.0,23694.0,338.0,3326.0,3800.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,1310700.0,7000.0,747.35,55562.0,55562.0,2295706.0,160.0,812.0,5378.0,55280.0,2079296.0,1209600.0,0.0,2.0,44.0,0.0,38978.88,0.0,4376.64,0.0,8.0,0.0,0.0,0.0,12414.0,31906.0,600.0,88.0,0.0,0.0,0.0,8.0,0.0,55562.0,0.0,1660.0,10.0,1180.0,260.0,722.0,32752.0,7632.0,790.0,2.0,0.0,216.0,278.0,1107012.0,44304.0,0.0,212.0,0.0,0.0,1697258.0,62.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,278.0,88.0,0.0,0.0,576.0,108.0,49460.0,6270.0,0.0,0.0,0.0,0.0,0.0,746.56,846.0,6500.0,4744.0,1386.0,352.0,3110.0,28912.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,45008.0,5.436944543192322,0.5573675790970494,45008.0,6.490046214006399,0.544925346605048,45008.0,4.837495556345538,0.9232136509065055,45008.0,0.7482225382154284,0.4817365801635265,45008.0,3.741423746889442,0.708896196231781,45008.0,4.913259864912904,0.727692854603626,45008.0,3.679257020974049,0.6423746889441877
965334.0,0.0,146.0,122.0,0.0,0.0,0.0,0.0,0.0,12072.0,1641404.0,30588762.0,27275434.0,2826144.0,27892.0,228.0,15330.0,584.0,480.0,2078.0,0.0,0.0,15570.0,6458.0,21498.0,6592.0,0.0,0.0,0.0,0.0,114.0,66.0,0.0,0.0,0.0,1144.0,6037110.0,18807782.0,22869592.0,13161536.0,1494768.0,0.0,47380.0,31448.0,42540.0,590780.0,30155680.0,31499364.0,4720.0,14.0,6.0,0.0,18625274.0,17015200.0,5667652.0,4255688.0,3583256.0,3626526.0,5310794.0,4271284.0,16258.0,0.0,37082.0,16.0,64.0,174.0,2.0,15330.0,376.0,10618.0,10752.0,209420.0,220760.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,21220.0,965333.01,37082.0,37082.0,64421378.0,389576.0,966.0,3354.0,36860.0,62371950.0,1209600.0,3302.0,2.0,44.0,0.0,54638860.8,0.0,7700230.08,28160.0,8.0,0.0,0.0,232770.0,11941594.0,34436914.0,14143804.0,1363318.0,213890.0,39448.0,194.0,8.0,14.0,37082.0,0.0,52692.0,11402.0,2434664.0,4435174.0,6748906.0,44915288.0,3671512.0,102294.0,0.0,0.0,216.0,278.0,1107012.0,44304.0,0.0,212.0,0.0,0.0,1697258.0,1328.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,10760.0,2236.0,0.0,0.0,46262.0,8106.0,178100.0,28602.0,0.0,0.0,0.0,0.0,627060.0,1.0,0.0,8166490.0,11296070.0,8154508.0,4135844.0,7886684.0,6702740.0,6303350.0,4497648.0,5133552.0,95046.0,0.0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,62371936.0,5.502577986355915,0.4904250847688935,62371932.0,5.763766144040559,0.36666480044260935,62371932.0,4.489789958726948,0.5050246639786627,62371932.0,2.1720833980258942,0.29861627502576,62371932.0,4.0843927361429175,0.5521219705042967,62371932.0,4.689664671602605,0.7201201976555737,62371932.0,3.4679143817446603,0.18110822669402
40634.0,0.0,68.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1116.0,48294.0,1621520.0,872682.0,57816.0,1896.0,1239814.0,0.0,0.0,0.0,0.0,0.0,2430294.0,2217194.0,366454.0,160726.0,0.0,0.0,0.0,0.0,318.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,801772.0,1425746.0,375806.0,0.0,3498.0,1306.0,2264.0,4754.0,432422.0,2159014.0,66.0,0.0,0.0,0.0,1038460.0,472204.0,231408.0,165404.0,129056.0,103874.0,120870.0,341912.0,136.0,0.0,2797274.0,114.0,906.0,452.0,12.0,1239814.0,28494.0,223304.0,142392.0,142020.0,159380.0,237100.0,248500.0,267420.0,288320.0,301420.0,317460.0,59600.0,40633.48,2797274.0,2797274.0,2807652.0,17937.0,6712.0,34494.0,370780.0,2603324.0,1209600.0,57768.0,0.0,80.0,0.0,2268136.32,0.0,331935.36,6.0,528.0,0.0,0.0,0.0,10262.0,337270.0,1329420.0,879266.0,41366.0,5390.0,350.0,0.0,6.0,2797274.0,0.0,5120.0,456.0,27320.0,186646.0,107546.0,1949290.0,311278.0,15484.0,184.0,0.0,92.0,232.0,2130188.0,175528.0,0.0,422.0,0.0,0.0,2303370.0,1486.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15050.0,33862.0,7368.0,0.0,0.0,97330.0,15266.0,585320.0,93726.0,0.0,0.0,0.0,0.0,633500.0,1234.9,1160.0,352546.0,391288.0,264596.0,152842.0,396056.0,587212.0,381990.0,72290.0,4504.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603324.0,6.362412054742322,0.6228652292223327,2603324.0,6.836376109927155,0.5476636792039715,2603324.0,4.818935330369943,0.8293297338325925,2603324.0,2.1459172965024713,0.39889771691883147,2603324.0,5.238838500317287,0.5106625222215906,2603324.0,4.9049584300686355,0.7487696498783862,2603324.0,3.354669645422544,0.22556239638247103
877476.0,0.0,146.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,842130.0,23668950.0,37604806.0,7984326.0,181468.0,22.0,3523892.0,70692.0,0.0,0.0,0.0,0.0,5501396.0,3457026.0,4184246.0,1878520.0,0.0,0.0,12710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4558.0,32466.0,38571028.0,31233696.0,439954.0,0.0,75148.0,25952.0,38848.0,78248.0,12126716.0,57936262.0,496.0,26.0,6.0,0.0,25756962.0,14858128.0,5894836.0,4108026.0,3107144.0,3053686.0,7158770.0,6127504.0,181716.0,34930.0,9686834.0,1252.0,1888.0,3492.0,4420.0,3523892.0,350800.0,962886.0,3214270.0,254840.0,294220.0,575380.0,719080.0,747860.0,694860.0,646940.0,317460.0,236240.0,877476.8,9686834.0,9686834.0,71131414.0,454101.0,8180740.0,105192.0,1203740.0,70281702.0,1209600.0,0.0,2.0,44.0,0.0,56061119.04,526166.4,13622842.56,0.0,0.0,0.0,0.0,41978.0,9145888.0,35180426.0,22558580.0,3052670.0,261690.0,39888.0,582.0,8.0,0.0,9686834.0,0.0,44782.0,8658.0,9906070.0,4738758.0,5257652.0,38416020.0,11799922.0,109782.0,58.0,0.0,216.0,278.0,1107012.0,44304.0,0.0,212.0,0.0,0.0,1697258.0,52844.0,1370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308870.0,551358.0,185828.0,0.0,0.0,2490846.0,481788.0,53166200.0,33425482.0,0.0,0.0,0.0,0.0,627060.0,14176.26,18336.0,14612224.0,12750936.0,5683150.0,2478424.0,4596956.0,4116174.0,4512586.0,4137832.0,16638458.0,754962.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,70281702.0,5.758032581510334,0.535058271639466,70281702.0,6.456335306165466,0.5488061174158816,70281702.0,4.816755462182746,0.8243434685175951,70281702.0,2.1951962688666815,0.366481762208889,70281702.0,4.289998782328863,0.5005630910873502,70281702.0,4.534839665664329,0.5466005931387375,70281702.0,3.791368968270006,0.23673954281869838
324080.0,0.0,146.0,122.0,0.0,0.0,0.0,11556.0,831680.0,6596046.0,11181626.0,4670566.0,828804.0,183796.0,4570.0,0.0,9930192.0,0.0,0.0,0.0,1225124.0,1516262.0,20042760.0,19139290.0,3760712.0,1855310.0,0.0,0.0,0.0,0.0,14938.0,4556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12257908.0,12050736.0,0.0,15930.0,11696.0,16936.0,19300.0,574272.0,13756538.0,4551586.0,5325306.0,37080.0,0.0,8686134.0,3442784.0,2317858.0,1743866.0,1365406.0,1052466.0,867962.0,756510.0,393370.0,3682288.0,25028160.0,5760.0,9360.0,3984.0,0.0,9930192.0,267314.0,1426764.0,2331556.0,186560.0,202480.0,175720.0,188420.0,194560.0,217000.0,197120.0,200160.0,132520.0,324079.72,25028160.0,25028160.0,2295706.0,159964.0,7284.0,24752.0,822180.0,2079296.0,1209600.0,725630.0,2.0,44.0,0.0,18611727.36,2144393.28,3549341.76,518.0,2940.0,94480.0,828970.0,2371082.0,3313644.0,4047982.0,3450450.0,3281118.0,3267266.0,2554626.0,1099026.0,8.0,1146.0,25028160.0,0.0,11284.0,1692.0,1391476.0,4234626.0,546950.0,14192794.0,3893466.0,36260.0,96.0,0.0,2460.0,24618.0,16640286.0,2678878.0,0.0,197938.0,0.0,0.0,16994242.0,16176.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134700.0,199202.0,50284.0,823649206.0,4934536.0,747354.0,176518.0,575100.0,137818.0,11633732.0,78618.0,0.0,0.0,627060.0,746.56,3408.0,5785306.0,3090846.0,3334826.0,1706762.0,3719606.0,4245316.0,2234060.0,164044.0,27878.0,0.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,24308644.0,3.9425623247434123,0.45998559195650734,24308644.0,7.495738717470213,0.5042612825297865,24308644.0,5.597455127484692,0.5659113688118514,24308644.0,2.9135704155279085,0.35732696566702776,24308644.0,5.012293404765811,0.16652438531742042,24308644.0,4.617932452340821,0.5838579066771474,24308644.0,2.705271425259262,0.2379937770284513
